CustomerID,Age,TenureMonths,MonthlyFee,TotalSpent,PlanType,Region,PaymentMethod,DeviceCount,StreamingHours,SupportTickets,AutoPay,FamilyPlan,Churn
SP-000895,60,24,11.6,367.35,Basic,North,Debit Card,1,2.0,3,Yes,No,No
SP-000896,52,57,16.05,891.99,Standard,North,Mobile Wallet,5,27.8,0,Yes,No,No
SP-000897,47,32,19.74,734.05,Basic,East,PayPal,3,28.6,0,Yes,No,No
SP-000898,21,69,16.12,1127.69,Standard,North,Credit Card,1,17.4,1,Yes,No,No
SP-000899,22,0,7.12,0.0,Basic,East,Debit Card,3,6.3,0,No,No,Yes
SP-000900,53,51,12.06,506.01,Standard,West,Credit Card,3,5.1,0,No,Yes,No
SP-000901,18,58,14.02,940.35,Basic,North,Credit Card,1,18.4,0,No,Yes,No
SP-000902,20,66,13.7,903.84,Standard,East,PayPal,4,9.8,1,Yes,No,Yes
SP-000903,30,11,15.15,30.4,Standard,South,Credit Card,4,42.0,1,Yes,Yes,No
SP-000904,68,70,9.32,711.66,Basic,South,PayPal,1,17.9,0,Yes,Yes,No
SP-000905,44,28,13.25,367.99,Basic,East,Bank Transfer,4,16.2,0,No,No,Yes
SP-000906,58,25,14.67,310.87,Standard,East,Debit Card,2,69.4,0,Yes,No,No
SP-000907,41,25,16.29,463.12,Premium,East,Credit Card,4,2.4,0,No,Yes,No
SP-000908,27,45,9.77,286.73,Premium,North,PayPal,2,22.5,1,Yes,Yes,No
SP-000909,39,47,11.61,502.82,Basic,East,PayPal,2,4.3,0,Yes,No,No
SP-000910,23,34,4.99,151.7,Standard,South,Credit Card,3,51.4,1,Yes,No,No
SP-000911,61,5,10.5,103.63,Basic,South,Credit Card,3,5.8,0,Yes,No,No
SP-000912,28,71,10.89,907.61,Basic,West,PayPal,2,29.4,0,Yes,No,No
SP-000913,39,15,8.91,118.96,Standard,North,Mobile Wallet,5,26.6,0,No,No,Yes
SP-000914,73,6,13.65,109.5,Standard,South,Credit Card,4,4.2,0,Yes,Yes,No
SP-000915,51,43,12.77,714.01,Standard,South,Credit Card,3,29.6,0,Yes,No,No
SP-000916,44,29,4.99,144.99,Premium,North,Bank Transfer,2,14.9,0,Yes,No,No
SP-000917,48,44,13.85,637.49,Basic,West,Credit Card,3,33.6,0,No,Yes,No
SP-000918,62,63,9.28,510.4,Standard,South,Credit Card,1,14.1,1,No,Yes,No
SP-000919,32,7,14.93,222.06,Basic,East,Debit Card,5,29.7,0,No,No,No
SP-000920,54,20,7.86,114.42,Basic,South,Credit Card,1,20.9,0,Yes,No,No
SP-000921,67,37,13.11,501.18,Basic,West,Credit Card,4,29.6,1,No,No,Yes
SP-000922,50,56,11.86,678.57,Premium,East,PayPal,2,33.1,1,Yes,No,No
SP-000923,43,43,14.2,615.72,Standard,South,PayPal,4,19.2,0,No,No,Yes
SP-000924,26,27,13.49,338.17,Basic,West,Debit Card,2,16.9,0,No,Yes,No
SP-000925,32,43,11.97,529.19,Standard,West,Credit Card,1,32.5,1,Yes,No,No
SP-000926,71,70,6.84,584.24,Premium,East,Debit Card,5,15.1,0,Yes,No,No
SP-000927,48,34,7.08,377.58,Premium,North,PayPal,4,19.5,0,Yes,Yes,No
SP-000928,35,63,10.65,660.44,Standard,East,PayPal,1,57.9,1,Yes,No,No
SP-000929,41,56,12.96,698.79,Basic,East,PayPal,1,22.6,1,Yes,No,No
SP-000930,50,21,10.56,173.23,Standard,South,PayPal,3,36.8,0,Yes,No,Yes
SP-000931,48,17,15.49,424.5,Premium,North,Mobile Wallet,5,13.3,0,Yes,No,No
SP-000932,57,55,11.87,660.58,Premium,East,PayPal,3,29.4,1,No,No,No
SP-000933,32,14,9.13,194.72,Premium,West,Credit Card,1,19.9,0,Yes,No,No
SP-000934,55,24,11.88,326.92,Standard,South,Bank Transfer,4,17.3,1,No,No,No
SP-000935,43,16,13.89,354.74,Basic,South,Mobile Wallet,3,3.9,0,Yes,Yes,Yes
SP-000936,71,43,14.29,599.61,Standard,North,Credit Card,4,9.9,0,Yes,No,No
SP-000937,27,21,20.5,364.08,Basic,East,Credit Card,2,3.4,1,Yes,No,No
SP-000938,26,47,10.31,596.14,Basic,West,PayPal,1,72.3,2,No,No,No
SP-000939,44,67,12.7,905.1,Standard,West,Debit Card,1,20.7,0,Yes,No,No
SP-000940,46,59,14.69,894.09,Standard,South,PayPal,4,22.8,2,No,No,No
SP-000941,57,68,12.9,969.31,Premium,North,Debit Card,4,41.3,0,No,No,No
SP-000942,41,1,10.99,41.79,Standard,South,Credit Card,2,27.5,1,No,No,Yes
SP-000943,70,32,6.79,311.47,Premium,West,Credit Card,1,17.2,1,Yes,No,No
SP-000944,45,15,10.95,179.05,Standard,North,Mobile Wallet,4,17.3,1,Yes,No,No
SP-000945,25,66,8.7,628.32,Standard,North,Credit Card,1,9.2,2,Yes,No,No
SP-000946,24,51,6.08,341.66,Basic,West,PayPal,1,31.1,0,No,Yes,No
SP-000947,73,23,9.81,206.11,Standard,East,Credit Card,3,31.8,0,No,Yes,No
SP-000948,25,40,8.8,339.68,Basic,North,Debit Card,4,23.0,0,No,No,Yes
SP-000949,72,43,15.33,635.62,Basic,North,Debit Card,5,20.3,1,Yes,No,No
SP-000950,33,35,15.39,554.58,Basic,South,Credit Card,4,32.0,2,No,No,No
SP-000951,23,34,9.37,291.23,Premium,East,PayPal,5,9.1,1,Yes,Yes,No
SP-000952,35,3,11.95,62.0,Standard,West,PayPal,4,28.5,0,No,Yes,No
SP-000953,53,32,5.56,202.03,Premium,West,Credit Card,5,59.9,0,No,Yes,No
SP-000954,42,25,11.01,287.56,Premium,South,Credit Card,1,13.6,0,Yes,No,No
SP-000955,62,58,14.59,859.57,Premium,South,PayPal,1,18.9,1,No,No,Yes
SP-000956,52,62,16.29,976.01,Basic,West,PayPal,4,50.0,0,Yes,Yes,No
SP-000957,40,54,10.14,530.64,Premium,West,Debit Card,5,23.0,1,Yes,No,No
SP-000958,54,2,17.2,0.0,Premium,North,PayPal,4,38.8,1,Yes,No,No
SP-000959,73,60,6.93,408.61,Premium,East,Credit Card,2,29.7,1,Yes,No,No
SP-000960,41,28,8.0,164.85,Basic,East,Credit Card,3,31.4,1,Yes,No,No
SP-000961,26,29,15.83,465.06,Basic,North,PayPal,1,13.0,0,No,No,No
SP-000962,41,68,19.67,1294.69,Premium,West,PayPal,2,12.7,0,Yes,No,No
SP-000963,65,62,14.96,804.48,Basic,South,PayPal,4,35.4,1,No,No,No
SP-000964,30,3,12.83,173.64,Basic,East,Credit Card,1,6.8,1,Yes,Yes,No
SP-000965,72,25,4.99,110.86,Standard,South,Debit Card,3,19.5,1,No,No,No
SP-000966,51,53,4.99,351.29,Basic,East,PayPal,2,32.0,0,No,No,No
SP-000967,52,38,13.51,481.76,Basic,West,Credit Card,3,18.8,0,No,No,No
SP-000968,36,18,11.56,309.97,Premium,South,Debit Card,4,20.4,0,Yes,Yes,No
SP-000969,70,37,8.57,247.99,Premium,South,PayPal,5,40.1,0,No,Yes,No
SP-000970,20,62,13.25,832.06,Premium,West,Credit Card,3,53.9,1,Yes,No,Yes
SP-000971,35,16,13.45,149.66,Basic,West,Credit Card,5,90.8,2,No,Yes,No
SP-000972,41,53,16.77,1044.85,Basic,West,Credit Card,4,50.9,0,Yes,Yes,No
SP-000973,45,52,13.54,689.12,Basic,West,Mobile Wallet,5,16.0,1,Yes,No,No
SP-000974,45,63,17.9,1177.41,Standard,East,Credit Card,4,11.3,0,No,No,No
SP-000975,26,21,13.02,300.45,Basic,West,Credit Card,3,16.1,2,Yes,Yes,No
SP-000976,30,15,12.53,186.42,Standard,West,Credit Card,4,32.4,0,Yes,Yes,No
SP-000977,23,39,17.25,703.81,Premium,North,Credit Card,2,17.4,1,Yes,No,No
SP-000978,50,38,9.08,426.59,Standard,East,Credit Card,4,13.4,0,Yes,No,No
SP-000979,37,29,24.25,743.34,Basic,North,PayPal,4,58.2,1,No,No,No
SP-000980,50,56,14.49,821.19,Basic,East,Credit Card,4,17.0,0,No,No,No
SP-000981,51,57,14.51,858.23,Basic,South,Credit Card,1,30.7,1,Yes,No,Yes
SP-000982,58,17,15.09,371.43,Basic,South,Credit Card,3,30.2,1,No,No,No
SP-000983,49,57,20.5,1143.49,Standard,West,Debit Card,4,4.0,1,Yes,No,No
SP-000984,54,16,16.16,147.33,Basic,East,Credit Card,1,55.9,2,No,No,No
SP-000985,51,29,6.57,124.74,Standard,East,PayPal,4,8.6,1,Yes,No,No
SP-000986,55,1,18.6,0.0,Premium,West,PayPal,5,6.2,0,Yes,No,No
SP-000987,53,24,11.63,226.24,Basic,North,PayPal,3,15.6,2,Yes,Yes,No
SP-000988,36,69,13.42,875.17,Basic,East,Credit Card,5,11.4,1,No,No,No
SP-000989,32,31,7.87,242.55,Basic,North,Mobile Wallet,5,50.3,0,No,Yes,No
SP-000990,62,51,15.09,784.44,Basic,North,PayPal,3,27.2,0,No,No,No
SP-000991,37,7,10.38,86.86,Standard,North,Credit Card,5,14.5,0,Yes,No,No
SP-000992,49,45,13.39,558.73,Premium,East,Debit Card,5,6.0,0,No,Yes,No
SP-000993,29,26,11.85,367.73,Premium,East,PayPal,1,29.4,0,Yes,No,No
SP-000994,42,53,20.69,1128.64,Standard,West,Credit Card,5,18.2,0,No,No,No
SP-000995,48,66,20.92,1475.6,Basic,South,Credit Card,1,32.2,0,Yes,No,Yes
SP-000996,53,38,13.18,551.65,Basic,West,PayPal,3,27.3,0,No,Yes,No
SP-000997,48,7,13.25,71.78,Basic,South,Credit Card,5,11.7,1,No,Yes,No
SP-000998,38,34,11.5,469.33,Basic,North,Bank Transfer,4,35.0,1,Yes,Yes,No
SP-000999,72,8,17.41,155.7,Premium,North,Credit Card,2,7.7,0,No,Yes,No
SP-001000,47,32,11.67,421.32,Standard,North,Credit Card,4,17.6,2,Yes,No,No
SP-001001,64,4,11.3,88.43,Basic,South,Credit Card,2,19.5,1,Yes,No,Yes
SP-001002,59,46,16.9,769.94,Basic,South,Credit Card,2,21.5,0,Yes,Yes,No
SP-001003,49,22,10.84,244.68,Basic,West,Mobile Wallet,5,7.3,1,No,No,Yes
SP-001004,68,14,12.84,171.88,Premium,North,PayPal,1,48.6,1,Yes,Yes,Yes
SP-001005,25,1,6.66,0.0,Basic,South,Mobile Wallet,5,11.7,1,Yes,No,Yes
SP-001006,70,63,15.81,867.35,Basic,West,Debit Card,3,4.7,0,No,No,No
SP-001007,66,60,20.75,1203.37,Basic,North,Debit Card,1,27.9,0,Yes,No,No
SP-001008,46,58,15.87,932.41,Premium,South,Credit Card,4,71.6,0,No,No,No
SP-001009,59,4,18.84,140.5,Standard,North,Credit Card,1,4.0,1,Yes,No,Yes
SP-001010,47,25,9.61,288.01,Standard,East,Mobile Wallet,2,9.8,0,Yes,No,No
SP-001011,33,69,13.94,945.08,Basic,West,Debit Card,2,40.4,0,No,Yes,No
SP-001012,63,41,9.22,337.21,Basic,North,Debit Card,4,22.6,0,Yes,Yes,No
SP-001013,32,9,12.08,97.93,Premium,South,Debit Card,2,7.5,0,Yes,No,No
SP-001014,35,10,16.08,102.3,Basic,South,PayPal,4,19.3,0,No,No,No
SP-001015,47,18,13.4,114.28,Basic,West,Credit Card,1,60.8,0,No,No,No
SP-001016,65,70,7.34,421.09,Standard,West,PayPal,4,52.1,0,Yes,Yes,No
SP-001017,39,12,7.73,175.24,Basic,North,PayPal,4,101.7,0,No,Yes,No
SP-001018,46,65,7.47,596.99,Basic,South,PayPal,2,36.1,1,No,No,No
SP-001019,20,48,14.96,763.32,Premium,West,Credit Card,5,15.2,0,Yes,No,No
SP-001020,24,66,21.25,1399.01,Standard,North,Credit Card,3,39.9,0,Yes,Yes,No
SP-001021,21,59,18.44,1004.38,Basic,West,Debit Card,4,12.8,1,Yes,Yes,No
SP-001022,22,23,5.41,114.76,Basic,North,Mobile Wallet,1,20.6,0,Yes,No,Yes
SP-001023,67,59,18.67,1138.24,Standard,East,Bank Transfer,5,12.8,2,Yes,No,No
SP-001024,65,12,16.74,250.67,Basic,West,Debit Card,2,36.0,0,Yes,No,Yes
SP-001025,64,20,6.81,177.53,Basic,East,Credit Card,4,33.9,0,Yes,Yes,No
SP-001026,21,15,11.78,249.27,Standard,West,Credit Card,1,13.8,0,No,No,No
SP-001027,22,9,17.37,272.91,Standard,East,PayPal,1,46.1,0,Yes,Yes,No
SP-001028,33,6,15.19,66.84,Premium,North,Credit Card,1,55.8,1,Yes,Yes,No
SP-001029,50,13,7.75,269.07,Basic,East,Debit Card,5,15.3,0,Yes,No,No
SP-001030,37,8,15.43,2.24,Basic,East,PayPal,2,29.8,0,Yes,Yes,No
SP-001031,45,27,4.99,88.03,Standard,South,Credit Card,5,58.1,0,Yes,No,No
SP-001032,27,5,12.1,72.5,Standard,North,Credit Card,3,28.0,0,No,No,No
SP-001033,59,4,17.54,103.1,Basic,East,Credit Card,1,17.6,0,No,No,No
SP-001034,35,71,13.06,916.36,Standard,East,Credit Card,3,21.2,0,Yes,No,No
SP-001035,21,6,10.99,36.19,Basic,West,PayPal,3,15.2,0,No,Yes,No
SP-001036,60,5,16.55,214.91,Premium,North,Credit Card,2,47.1,0,Yes,No,Yes
SP-001037,69,2,16.89,1.17,Premium,East,Credit Card,4,43.3,1,No,No,No
SP-001038,18,9,18.23,102.91,Basic,West,Credit Card,5,80.5,0,Yes,No,No
SP-001039,42,38,16.49,728.07,Premium,West,Credit Card,5,12.5,1,No,Yes,No
SP-001040,65,59,17.32,1072.83,Premium,West,PayPal,3,14.4,0,No,No,Yes
SP-001041,58,52,15.92,893.52,Basic,North,PayPal,5,6.3,0,No,No,No
SP-001042,66,41,14.05,587.8,Basic,North,Debit Card,5,32.6,0,Yes,No,No
SP-001043,41,6,13.35,0.0,Standard,East,Debit Card,1,8.8,0,Yes,No,No
SP-001044,39,55,12.04,667.28,Basic,South,Credit Card,4,77.9,1,No,Yes,No
SP-001045,58,2,8.14,0.0,Basic,North,Debit Card,4,11.4,0,Yes,No,No
SP-001046,26,45,9.17,427.19,Basic,North,Credit Card,1,3.7,0,Yes,Yes,No
SP-001047,31,29,11.86,383.14,Premium,North,Mobile Wallet,4,8.5,0,Yes,Yes,No
SP-001048,52,63,13.96,944.01,Basic,South,Credit Card,5,27.4,0,Yes,No,No
SP-001049,56,22,18.75,406.96,Standard,East,Debit Card,2,21.0,0,Yes,Yes,Yes
SP-001050,24,45,12.82,621.79,Basic,North,Credit Card,5,11.2,0,Yes,No,No
SP-001051,46,31,17.0,472.77,Basic,North,PayPal,5,20.2,2,No,Yes,No
SP-001052,38,37,17.31,698.47,Premium,South,Credit Card,4,14.0,3,Yes,No,No
SP-001053,46,67,12.06,848.49,Basic,West,Mobile Wallet,4,32.0,0,Yes,No,No
SP-001054,72,51,15.37,735.85,Basic,West,Credit Card,3,9.1,0,Yes,No,No
SP-001055,22,29,12.02,380.4,Basic,South,PayPal,3,24.7,1,No,No,No
SP-001056,74,32,18.28,650.34,Standard,North,PayPal,3,25.5,0,Yes,No,No
SP-001057,43,50,15.53,781.22,Basic,North,Credit Card,3,21.4,2,No,No,No
SP-001058,62,24,8.23,148.17,Basic,West,Credit Card,3,29.5,0,No,No,No
SP-001059,42,12,13.64,174.35,Basic,South,Credit Card,5,20.0,0,No,No,No
SP-001060,35,33,19.58,679.29,Basic,North,PayPal,4,35.7,0,Yes,Yes,No
SP-001061,61,4,12.27,0.0,Basic,West,Mobile Wallet,2,21.4,0,No,Yes,No
SP-001062,57,12,14.78,116.9,Standard,East,Credit Card,3,48.4,0,Yes,No,No
SP-001063,26,30,15.17,486.4,Basic,South,Credit Card,2,24.6,0,Yes,No,No
SP-001064,58,57,8.84,553.28,Basic,South,Credit Card,1,46.4,0,Yes,No,No
SP-001065,60,56,15.03,970.67,Standard,North,Credit Card,2,14.2,0,No,No,No
SP-001066,40,18,7.41,173.32,Standard,West,PayPal,1,10.0,0,Yes,No,No
SP-001067,70,30,10.49,242.16,Basic,West,Credit Card,5,35.6,0,Yes,No,No
SP-001068,54,11,17.29,312.58,Basic,North,Credit Card,1,21.7,1,No,No,Yes
SP-001069,37,54,14.42,841.98,Basic,East,Mobile Wallet,2,2.5,1,Yes,No,Yes
SP-001070,18,17,11.77,79.77,Premium,North,PayPal,2,12.3,0,Yes,No,Yes
SP-001071,56,57,14.78,780.64,Basic,South,PayPal,2,27.5,2,No,No,No
SP-001072,29,60,12.75,735.51,Basic,East,Credit Card,2,20.4,1,No,Yes,No
SP-001073,61,49,13.04,689.25,Basic,North,Mobile Wallet,4,11.9,1,No,Yes,No
SP-001074,47,23,15.62,216.49,Basic,East,Debit Card,5,21.6,3,Yes,No,No
SP-001075,44,68,10.08,678.29,Basic,North,Debit Card,1,24.2,1,Yes,No,No
SP-001076,27,49,13.15,691.21,Basic,East,Credit Card,2,4.7,0,Yes,Yes,No
SP-001077,58,46,11.74,369.99,Standard,South,Mobile Wallet,3,45.6,1,Yes,Yes,Yes
SP-001078,27,61,6.65,450.46,Standard,North,Debit Card,2,52.4,0,Yes,Yes,No
SP-001079,41,63,9.31,638.55,Standard,West,PayPal,4,12.2,1,Yes,No,No
SP-001080,65,5,19.26,45.5,Standard,South,PayPal,2,70.1,2,Yes,No,No
SP-001081,70,63,14.53,846.19,Basic,West,PayPal,3,20.5,0,Yes,No,No
SP-001082,74,55,7.7,371.76,Premium,West,PayPal,3,13.4,1,Yes,No,No
SP-001083,72,14,6.83,0.0,Standard,North,Mobile Wallet,2,13.1,1,Yes,Yes,No
SP-001084,49,22,12.54,256.31,Premium,East,Credit Card,4,67.1,0,Yes,Yes,No
SP-001085,29,54,19.23,1051.6,Standard,South,Credit Card,4,9.2,0,Yes,No,No
SP-001086,65,15,12.24,110.44,Basic,East,PayPal,3,24.5,1,Yes,No,No
SP-001087,63,32,18.22,641.36,Basic,East,Debit Card,3,26.7,2,Yes,No,No
SP-001088,74,49,14.4,711.75,Basic,South,Debit Card,5,35.7,0,Yes,Yes,No
SP-001089,55,46,14.88,700.08,Basic,East,PayPal,5,23.2,0,No,No,No
SP-001090,26,65,7.65,473.13,Standard,South,Debit Card,5,64.0,1,Yes,No,No
SP-001091,46,8,16.74,178.5,Basic,West,PayPal,1,71.8,2,Yes,No,Yes
SP-001092,43,21,11.65,322.08,Basic,West,Credit Card,5,54.8,0,Yes,No,No
SP-001093,66,70,16.44,1126.35,Premium,North,Mobile Wallet,5,28.6,2,Yes,No,No
SP-001094,40,40,9.73,434.86,Standard,East,Credit Card,5,40.8,0,Yes,No,No
SP-001095,36,17,13.7,279.22,Standard,West,PayPal,4,17.4,0,Yes,No,Yes
SP-001096,22,20,14.4,313.07,Basic,North,Mobile Wallet,2,46.7,0,Yes,No,No
SP-001097,65,24,12.37,397.5,Standard,East,Credit Card,4,14.0,1,No,No,No
SP-001098,61,39,14.61,526.2,Premium,West,Credit Card,3,10.6,1,No,No,No
SP-001099,20,20,11.92,213.11,Standard,North,Credit Card,5,10.4,1,Yes,No,No
SP-001100,42,44,10.39,410.54,Standard,East,Debit Card,2,32.6,1,Yes,No,No
SP-001101,45,32,19.41,664.62,Standard,West,Debit Card,4,59.1,1,No,No,No
SP-001102,44,43,17.19,722.82,Basic,South,Credit Card,4,62.1,0,Yes,No,No
SP-001103,70,11,9.95,67.71,Standard,North,Mobile Wallet,5,2.7,0,No,No,No
SP-001104,26,44,15.26,771.23,Premium,South,Credit Card,1,42.4,0,No,Yes,No
SP-001105,35,66,10.02,769.89,Basic,South,Debit Card,5,10.0,0,Yes,No,No
SP-001106,28,9,8.25,54.53,Basic,East,Debit Card,2,89.9,0,Yes,No,No
SP-001107,31,23,17.13,311.95,Basic,South,Credit Card,5,7.4,0,Yes,No,No
SP-001108,69,49,6.17,414.14,Basic,South,Credit Card,1,4.8,0,No,Yes,No
SP-001109,71,44,16.7,763.04,Premium,West,Bank Transfer,2,43.0,0,Yes,Yes,No
SP-001110,20,48,11.98,600.28,Standard,East,PayPal,4,16.6,1,No,No,No
SP-001111,54,40,12.14,491.9,Basic,West,Credit Card,3,15.9,0,Yes,No,No
SP-001112,31,49,14.63,668.85,Basic,East,PayPal,4,12.1,1,No,No,No
SP-001113,28,43,15.31,633.53,Basic,West,Debit Card,3,13.8,2,No,Yes,Yes
SP-001114,34,5,9.68,89.06,Basic,North,Credit Card,1,44.2,0,Yes,Yes,No
SP-001115,29,54,15.86,829.59,Standard,West,PayPal,4,10.3,0,Yes,Yes,No
SP-001116,45,32,13.44,456.06,Premium,West,Debit Card,3,19.9,2,Yes,Yes,No
SP-001117,74,3,7.97,24.71,Standard,North,Credit Card,3,9.4,1,No,No,No
SP-001118,51,29,12.31,293.58,Basic,South,Mobile Wallet,2,23.9,1,No,No,No
SP-001119,59,31,18.52,671.39,Standard,South,Credit Card,5,15.7,0,Yes,No,No
SP-001120,46,6,19.7,153.84,Standard,South,Credit Card,4,30.7,0,No,No,Yes
SP-001121,18,71,15.86,1145.9,Basic,West,Credit Card,1,33.5,0,Yes,Yes,No
SP-001122,22,16,8.23,164.98,Standard,East,PayPal,1,59.7,1,Yes,No,Yes
SP-001123,33,23,14.95,236.28,Standard,North,PayPal,1,86.2,0,No,No,No
SP-001124,31,31,16.39,478.5,Premium,East,Mobile Wallet,1,13.1,0,Yes,No,No
SP-001125,65,59,15.89,845.87,Basic,West,Credit Card,4,36.2,2,No,No,Yes
SP-001126,66,53,16.13,862.37,Basic,South,PayPal,4,15.5,2,Yes,No,No
SP-001127,66,55,14.44,813.75,Standard,West,Debit Card,3,32.8,0,Yes,Yes,No
SP-001128,54,17,12.7,224.38,Basic,East,Credit Card,3,31.9,1,Yes,Yes,No
SP-001129,49,60,10.56,704.32,Basic,West,Credit Card,5,31.2,0,Yes,No,No
SP-001130,55,59,5.4,228.76,Standard,West,PayPal,5,38.1,1,Yes,No,No
SP-001131,41,33,14.35,425.59,Basic,North,Credit Card,3,25.0,1,No,No,Yes
SP-001132,56,39,13.73,560.33,Standard,West,PayPal,3,16.7,0,Yes,Yes,No
SP-001133,63,2,15.22,46.28,Premium,North,Debit Card,3,24.1,2,Yes,No,No
SP-001134,61,54,7.64,333.63,Standard,West,Credit Card,5,82.1,1,Yes,No,Yes
SP-001135,52,69,15.57,1146.12,Standard,West,Bank Transfer,4,14.3,0,Yes,Yes,No
SP-001136,21,34,21.21,813.73,Standard,South,PayPal,2,17.7,0,Yes,No,Yes
SP-001137,59,38,13.3,530.94,Basic,North,Debit Card,5,12.3,0,No,No,No
SP-001138,38,35,12.74,355.36,Basic,South,PayPal,2,4.0,0,No,No,Yes
SP-001139,60,5,14.23,80.73,Standard,South,Debit Card,4,21.3,0,Yes,Yes,No
SP-001140,48,44,21.12,949.7,Basic,East,PayPal,5,34.4,0,Yes,Yes,No
SP-001141,68,51,8.9,437.59,Basic,North,Credit Card,5,10.7,0,Yes,No,Yes
SP-001142,37,66,13.8,991.63,Basic,North,Debit Card,1,53.8,0,Yes,No,No
SP-001143,71,66,9.79,639.18,Premium,South,Credit Card,2,30.1,0,No,No,No
SP-001144,66,35,10.8,504.27,Basic,West,Debit Card,4,44.5,3,Yes,Yes,Yes
SP-001145,36,69,12.79,929.5,Standard,South,Debit Card,1,28.1,1,No,No,No
SP-001146,45,38,18.38,715.0,Basic,South,Credit Card,1,19.8,0,Yes,No,Yes
SP-001147,48,46,20.19,983.97,Standard,North,Bank Transfer,2,17.0,1,No,Yes,No
SP-001148,61,43,14.78,727.39,Basic,South,Credit Card,3,27.3,2,No,Yes,No
SP-001149,57,71,11.48,869.02,Basic,South,Credit Card,1,29.0,0,No,Yes,No
SP-001150,66,53,22.96,1212.33,Standard,South,Credit Card,1,15.2,1,No,Yes,No
SP-001151,39,8,11.28,50.64,Standard,South,PayPal,2,19.5,0,Yes,No,No
SP-001152,46,5,10.71,0.0,Basic,South,Credit Card,3,72.2,0,No,No,No
SP-001153,42,29,5.89,24.37,Basic,East,Debit Card,3,24.4,1,Yes,No,No
SP-001154,69,37,18.57,697.54,Basic,South,PayPal,4,26.2,2,Yes,No,No
SP-001155,35,48,16.86,786.02,Basic,West,Credit Card,5,61.2,0,Yes,No,No
SP-001156,51,34,22.66,750.39,Standard,East,Bank Transfer,1,29.3,1,Yes,Yes,Yes
SP-001157,24,37,7.43,336.64,Basic,East,Credit Card,4,22.2,0,No,Yes,No
SP-001158,66,66,18.82,1235.4,Standard,East,PayPal,1,43.7,0,Yes,Yes,No
SP-001159,39,24,13.27,432.19,Basic,West,Credit Card,2,37.3,1,Yes,No,No
SP-001160,37,35,16.21,532.96,Standard,South,PayPal,2,26.7,0,Yes,No,No
SP-001161,51,40,6.4,197.74,Basic,West,PayPal,4,28.3,0,No,No,Yes
SP-001162,46,33,18.86,546.92,Standard,North,Credit Card,2,18.1,0,No,No,Yes
SP-001163,66,69,16.14,1157.03,Basic,North,Credit Card,5,8.8,1,No,Yes,No
SP-001164,48,69,12.83,954.36,Premium,West,Credit Card,2,33.8,2,Yes,No,No
SP-001165,47,36,15.57,524.86,Standard,West,Credit Card,5,6.0,1,Yes,No,No
SP-001166,23,32,9.93,253.92,Premium,North,Bank Transfer,5,9.2,1,Yes,No,Yes
SP-001167,19,42,10.67,539.96,Basic,East,Debit Card,3,19.3,1,Yes,No,No
SP-001168,40,13,11.14,57.8,Basic,East,PayPal,1,17.9,1,Yes,Yes,No
SP-001169,74,30,5.58,228.01,Basic,North,Bank Transfer,4,36.3,0,No,No,No
SP-001170,70,15,16.44,212.34,Basic,East,PayPal,3,42.7,1,Yes,No,No
SP-001171,53,10,17.76,201.43,Standard,East,PayPal,2,78.7,0,Yes,No,No
SP-001172,53,6,10.18,125.7,Premium,East,Credit Card,3,5.2,1,No,Yes,Yes
SP-001173,40,42,14.38,632.54,Standard,East,Credit Card,2,31.1,2,Yes,Yes,Yes
SP-001174,28,0,11.93,0.0,Standard,West,Credit Card,2,30.2,0,No,No,No
SP-001175,18,46,14.3,741.57,Basic,North,Credit Card,5,27.7,2,Yes,No,Yes
SP-001176,37,31,10.48,342.23,Basic,East,Credit Card,2,33.8,1,Yes,Yes,No
SP-001177,36,26,9.46,466.91,Standard,South,Credit Card,3,38.7,0,Yes,Yes,No
SP-001178,28,55,17.2,843.69,Basic,West,Credit Card,4,54.9,1,Yes,No,Yes
SP-001179,32,38,12.73,380.54,Basic,South,Debit Card,2,28.3,0,No,No,No
SP-001180,19,52,21.08,1155.82,Premium,West,Credit Card,4,65.8,0,Yes,No,No
SP-001181,52,51,13.18,670.27,Premium,East,Credit Card,5,28.4,1,Yes,Yes,No
SP-001182,70,2,9.29,66.14,Standard,North,Credit Card,5,16.1,0,No,No,Yes
SP-001183,57,15,17.9,202.6,Basic,West,Debit Card,1,26.7,0,Yes,No,No
SP-001184,43,41,15.51,639.16,Premium,North,PayPal,3,11.5,0,Yes,No,Yes
SP-001185,41,70,15.9,1140.44,Basic,South,PayPal,1,12.0,1,No,No,Yes
SP-001186,35,11,17.75,162.63,Basic,South,Credit Card,4,20.5,0,Yes,No,No
SP-001187,26,7,10.38,86.57,Basic,East,Credit Card,2,18.4,1,No,Yes,No
SP-001188,52,67,12.48,754.47,Premium,South,Credit Card,5,53.9,0,Yes,No,No
SP-001189,50,69,12.3,872.39,Premium,East,Credit Card,1,20.3,2,No,No,No
SP-001190,18,12,7.83,180.69,Standard,East,Credit Card,5,10.2,1,Yes,No,No
SP-001191,41,28,11.94,260.07,Basic,North,Bank Transfer,2,23.3,1,Yes,No,No
SP-001192,33,45,18.34,747.42,Standard,North,Credit Card,5,28.2,1,No,Yes,No
SP-001193,27,14,13.94,266.56,Basic,South,Credit Card,1,25.1,2,Yes,No,No
SP-001194,58,23,7.61,96.09,Premium,North,PayPal,2,9.8,1,Yes,No,No
